Id	CLASS0	CLASS1	CLASS2	CLASS3	COMMON-NAME	ALTERNATIVE	NAMES	SUPER-PATHWAYS
PWY-7303	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	3-dimethylallyl-4-hydroxybenzoate biosynthesis		3-dimethylallyl-4-hydroxybenzoate biosynthesis	PWY-7287
PWY-6752	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	o-diquinones biosynthesis		o-diquinones biosynthesis$biosynthesis of o-diquinones$fruit browning	
PWY-6707	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	gallate biosynthesis		gallate biosynthesis	
PWY-6458	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	benzoyl-CoA biosynthesis		benzoyl-CoA biosynthesis$benzoyl-coenzyme A biosynthesis	PWY-7169
PWY-6323	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	benzoylanthranilate biosynthesis		benzoylanthranilate biosynthesis$dianthalexins biosynthesis$N-benzoyl-4-methoxyanthranilic acid biosynthesis	
PWY-6320	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	phaselate biosynthesis		phaselate biosynthesis$o-diphenol biosynthesis	
PWY-5901	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	"2,3-dihydroxybenzoate biosynthesis"		"2,3-dihydroxybenzoate biosynthesis"	ENTBACSYN-PWY$PWY-5903$PWY-6374
PWY-5886	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	4-hydroxyphenylpyruvate biosynthesis		4-hydroxyphenylpyruvate biosynthesis$4-hydroxyphenylpyruvic acid biosynthesis	PWY-5864
PWY-5787	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	oligomeric urushiol biosynthesis		oligomeric urushiol biosynthesis$urushiol biosynthesis$lacquer biosynthesis	
PWY-6457	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$CINNAMATE-SYN	trans-cinnamoyl-CoA biosynthesis		trans-cinnamoyl-CoA biosynthesis$(E)-cinnamoyl-CoA biosynthesis$trans-cinnamoyl-coenzyme A biosynthesis$cinnamoyl-CoA biosynthesis	PWY-6432$PWY-7169$PWY-6443$PWY-6446
PWY-7075	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$Interconversion$SECONDARY-METABOLITE-BIOSYNTHESIS	phenylethyl acetate biosynthesis		phenylethyl acetate biosynthesis	
PWY-6930	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$Metabolic-Clusters	phenolic malonylglucosides biosynthesis		phenolic malonylglucosides biosynthesis	
PWY-5751	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$PHENYLPROPANOID-SYN	phenylethanol biosynthesis		phenylethanol biosynthesis$phenyacetaldehyde biosynthesis$phenylacetaldehyde and phenylethanol biosynthesis	
PWY-7076	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$SECONDARY-METABOLITE-BIOSYNTHESIS	"3,5-dimethoxytoluene biosynthesis"		"3,5-dimethoxytoluene biosynthesis$DMT biosynthesis"	
PWY-7074	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$SECONDARY-METABOLITE-BIOSYNTHESIS	phenylethanol glycoconjugate biosynthesis		phenylethanol glycoconjugate biosynthesis	
PWY-5765	Biosynthesis	Aromatic-Compounds-Biosynthesis	Aromatic-Compounds-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN$SECONDARY-METABOLITE-BIOSYNTHESIS	"1,3,5-trimethoxybenzene biosynthesis"		"1,3,5-trimethoxybenzene biosynthesis$trimethoxybenzene biosynthesis$TMB biosynthesis"	
PWY5F9-3233	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	phthalate degradation (aerobic)		phthalate degradation (aerobic)	
PWY5F9-12	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	biphenyl degradation		biphenyl degradation	
PWY-7982	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	pinoresinol degradation		pinoresinol degradation	
PWY-7951	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	ellagic acid degradation to urolithins		ellagic acid degradation to urolithins	
PWY-7825	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	juglone degradation		juglone degradation	
PWY-7795	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	terephthalate degradation		terephthalate degradation	
PWY-7747	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	diphenyl ethers degradation		diphenyl ethers degradation	
PWY-7698	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	"2,5-xylenol and 3,5-xylenol degradation"		"2,5-xylenol and 3,5-xylenol degradation"	
PWY-7557	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	(-)-dehydrodiconiferyl alcohol degradation		(-)-dehydrodiconiferyl alcohol degradation	
PWY-7480	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	"2,3-dihydroxybenzoate degradation"		"2,3-dihydroxybenzoate degradation"	
PWY-7430	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	indole degradation to anthranil and anthranilate		indole degradation to anthranil and anthranilate	
PWY-741	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	p-cymene degradation to p-cumate		p-cymene degradation to p-cumate	PWY-5266
PWY-721	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	3-methylquinoline degradation		3-methylquinoline degradation	
PWY-7081	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-aminophenol degradation		4-aminophenol degradation$4-hydroxyaniline degradation	
PWY-7011	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	2-isopropylphenol degradation		2-isopropylphenol degradation	
PWY-7010	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	2-propylphenol degradation		2-propylphenol degradation	
PWY-7009	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	"2,2'-dihydroxybiphenyl degradation"		"2,2'-dihydroxybiphenyl degradation"	
PWY-7008	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	2-hydroxybiphenyl degradation		2-hydroxybiphenyl degradation	
PWY-7006	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-amino-3-hydroxybenzoate degradation		4-amino-3-hydroxybenzoate degradation	
PWY-7002	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-hydroxyacetophenone degradation		4-hydroxyacetophenone degradation	
PWY-6941	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	styrene degradation		styrene degradation	
PWY-681	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	dibenzothiophene desulfurization		dibenzothiophene desulfurization	
PWY-6781	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	chlorogenic acid degradation		chlorogenic acid degradation$chlorogenic acid hydrolysis$chlorogenate degradation	
PWY-6550	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	carbazole degradation		carbazole degradation	
PWY-6533	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	aniline degradation		aniline degradation	
PWY-6532	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	diphenylamine degradation		diphenylamine degradation	
PWY-6340	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	"5,5'-dehydrodivanillate degradation"		"5,5'-dehydrodivanillate degradation"	
PWY-6210	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	2-aminophenol degradation		2-aminophenol degradation	
PWY-6185	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-methylcatechol degradation (ortho cleavage)		4-methylcatechol degradation (ortho cleavage)	
PWY-6184	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	methylsalicylate degradation		methylsalicylate degradation	
PWY-5490	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	paraoxon degradation		paraoxon degradation	
PWY-5489	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	methyl parathion degradation		methyl parathion degradation	
PWY-5450	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	benzene degradation		benzene degradation	
PWY-5163	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	p-cumate degradation to 2-hydroxypentadienoate		p-cumate degradation to 2-hydroxypentadienoate	PWY-5273$PWY-5266
PWY-481	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	ethylbenzene degradation (anaerobic)		ethylbenzene degradation (anaerobic)$anaerobic ethylbenzene oxidation$anaerobic ethylbenzene degradation	
PWY-142	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	m-xylene degradation (anaerobic)		m-xylene degradation (anaerobic)$anaerobic m-xylene oxidation$anaerobic m-xylene degradation	
PARATHION-DEGRADATION-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	parathion degradation		parathion degradation	
P662-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	dibenzofuran degradation		dibenzofuran degradation	
P661-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	dibenzo-p-dioxin degradation		dibenzo-p-dioxin degradation	
P345-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	aldoxime degradation		aldoxime degradation$aldoxime metabolism	
P343-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	resorcinol degradation		resorcinol degradation	
P342-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	orcinol degradation		orcinol degradation$orcinol metabolism	
METHYLGALLATE-DEGRADATION-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	methylgallate degradation		methylgallate degradation	
M-CRESOL-DEGRADATION-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	m-cresol degradation		m-cresol degradation$3-methylphenol degradation	
4TOLCARBDEG-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-toluenecarboxylate degradation		4-toluenecarboxylate degradation$4-toluate degradation	
4-HYDROXYMANDELATE-DEGRADATION-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-hydroxymandelate degradation		4-hydroxymandelate degradation	PWY-2504$PWY-6954
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	4-hydroxyphenylacetate degradation		4-hydroxyphenylacetate degradation$4-HPA degradation$homoprotocatechuate degradation$4-hydroxyphenylacetic acid degradation	
2ASDEG-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	orthanilate degradation		orthanilate degradation$2-aminobenzenesulfonate desulfonation	
PWY0-1277	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation		3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation$3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	
PWY-6956	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	naphthalene degradation to acetyl-CoA		naphthalene degradation to acetyl-CoA	
PWY-6954	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	superpathway of aromatic compound degradation via 2-hydroxypentadienoate		superpathway of aromatic compound degradation via 2-hydroxypentadienoate	
PWY-6339	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	syringate degradation		syringate degradation	
PWY-6182	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	superpathway of salicylate degradation		superpathway of salicylate degradation	
PWY-5273	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	p-cumate degradation		p-cumate degradation	
PWY-5266	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	p-cymene degradation		p-cymene degradation	
PWY-5062	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	superpathway of nicotinate degradation		superpathway of nicotinate degradation	
PWY-2504	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	superpathway of aromatic compound degradation via 3-oxoadipate		superpathway of aromatic compound degradation via 3-oxoadipate	
BENZCOA-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	Aromatic-Compounds-Degradation	anaerobic aromatic compound degradation (Thauera aromatica)		anaerobic aromatic compound degradation (Thauera aromatica)	
PWY-6421	Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	arsenate detoxification III (mycothiol)		arsenate detoxification III (mycothiol)$arsenate reduction (mycothiol)	
PWY-4202	Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	arsenate detoxification I (glutaredoxin)		arsenate detoxification I (glutaredoxin)	
PWY-4621	Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	arsenate detoxification II (glutaredoxin)		arsenate detoxification II (glutaredoxin)	
PWY-882	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis	L-ascorbate biosynthesis I (L-galactose pathway)		L-ascorbate biosynthesis I (L-galactose pathway)$vitamin C biosynthesis$ascorbic acid biosynthesis$L-ascorbic acid biosynthesis I$Smirnoff-Wheeler pathway	
PWY3DJ-35471	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis	L-ascorbate biosynthesis IV		L-ascorbate biosynthesis IV$vitamin C biosynthesis$L-ascorbic acid biosynthesis IV	
PWY-5521	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis	L-ascorbate biosynthesis III		L-ascorbate biosynthesis III$L-ascorbic acid biosynthesis III$vitamin C biosynthesis	
PWY4FS-11	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis	L-ascorbate biosynthesis II (L-gulose pathway)		L-ascorbate biosynthesis II (L-gulose pathway)$vitamin C biosynthesis$L-ascorbic acid biosynthesis II	
PWY-7165	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis	L-ascorbate biosynthesis VI (engineered pathway)		L-ascorbate biosynthesis VI (engineered pathway)	
PWY-6415	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	Ascorbate-Biosynthesis$Super-Pathways	L-ascorbate biosynthesis V		L-ascorbate biosynthesis V$L-ascorbic acid biosynthesis V$vitamin c biosynthesis	
PWY-6961	Degradation/Utilization/Assimilation	Carboxylate Degradation	Ascorbate-Degradation	Ascorbate-Degradation	"L-ascorbate degradation II (bacterial, aerobic)"		"L-ascorbate degradation II (bacterial, aerobic)"	
PWY-6704	Degradation/Utilization/Assimilation	Carboxylate Degradation	Ascorbate-Degradation	Ascorbate-Degradation	L-ascorbate degradation IV		L-ascorbate degradation IV$tartaric acid biosynthesis$tartrate biosynthesis	
PWY0-301	Degradation/Utilization/Assimilation	Carboxylate Degradation	Ascorbate-Degradation	Ascorbate-Degradation	"L-ascorbate degradation I (bacterial, anaerobic)"		"L-ascorbate degradation I (bacterial, anaerobic)$ascorbic acid degradation I"	
PWY-6959	Degradation/Utilization/Assimilation	Carboxylate Degradation	Ascorbate-Degradation	Ascorbate-Degradation	L-ascorbate degradation V		L-ascorbate degradation V	
PWY-6960	Degradation/Utilization/Assimilation	Carboxylate Degradation	Ascorbate-Degradation	Ascorbate-Degradation	L-ascorbate degradation III		L-ascorbate degradation III	
ASPARAGINE-DEG1-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARAGINE-DEG	L-asparagine degradation I		L-asparagine degradation I	
ASPARAGINE-DEG1-PWY-1	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARAGINE-DEG	L-asparagine degradation III (mammalian)		L-asparagine degradation III (mammalian)	
PWY-4002	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARAGINE-DEG	L-asparagine degradation II		L-asparagine degradation II	
ASPARAGINESYN-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ASPARAGINE-SYN	L-asparagine biosynthesis II		L-asparagine biosynthesis II$L-asparagine - L-aspartate pathway	ASPASN-PWY$PWY0-1325
ASPARAGINE-BIOSYNTHESIS	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ASPARAGINE-SYN	L-asparagine biosynthesis I		L-asparagine biosynthesis I	PWY0-1325
PWY490-4	Biosynthesis	Aminoacyl-tRNA Charging	Aminoacyl-tRNA Charging	ASPARAGINE-SYN$Aminoacyl-tRNAs-Charging	L-asparagine biosynthesis III (tRNA-dependent)		L-asparagine biosynthesis III (tRNA-dependent)$L-asparaginyl-tRNA<sup>asn</sup> biosynthesis via transamidation	
ASPSYNII-PWY	Detoxification	Cyanide-Detoxification	Cyanide-Detoxification	ASPARAGINE-SYN$Cyanide-Detoxification$Other-Degradation	cyanide detoxification I		cyanide detoxification I$&beta;-cyanoalanine biosynthesis$asparagine biosynthesis II	
PWY0-1325	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ASPARAGINE-SYN$Super-Pathways	superpathway of L-asparagine biosynthesis		superpathway of L-asparagine biosynthesis	
ASPARTATE-DEG1-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARTATE-DEG	L-aspartate degradation I		L-aspartate degradation I	
MALATE-ASPARTATE-SHUTTLE-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARTATE-DEG	L-aspartate degradation II		L-aspartate degradation II$malate/L-aspartate shuttle pathway	
ASPARTATESYN-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ASPARTATE-SYN	L-aspartate biosynthesis		L-aspartate biosynthesis$L-aspartate biosynthesis and degradation	PWY-5347$ASPASN-PWY$PWY-3001$THRESYN-PWY$PWY-6146$PWY0-781$PWY-5345
GLUTDEG-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ASPARTATE-SYN$GLUTAMATE-DEG	L-glutamate degradation II		L-glutamate degradation II$L-glutamate - L-aspartate pathway$L-aspartate degradation	ASPASN-PWY
SULFMETII-PWY	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	Assimilatory-Sulfate-Reduction	assimilatory sulfate reduction II		assimilatory sulfate reduction II	
PWY-6683	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	Assimilatory-Sulfate-Reduction	assimilatory sulfate reduction III		assimilatory sulfate reduction III	
SO4ASSIM-PWY	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	Assimilatory-Sulfate-Reduction$Super-Pathways	assimilatory sulfate reduction I		assimilatory sulfate reduction I	PWY-821$SULFATE-CYS-PWY$PWY-5345
PWY-5727				Atrazine-Degradation	atrazine degradation II		atrazine degradation II	
PWY-5731				Atrazine-Degradation	atrazine degradation III		atrazine degradation III$atrazine catabolism	
P141-PWY				Atrazine-Degradation	atrazine degradation I (aerobic)		atrazine degradation I (aerobic)$atrazine catabolism	PWY-5724
PWY-5724				Atrazine-Degradation$Super-Pathways	superpathway of atrazine degradation		superpathway of atrazine degradation$s-triazine degradation	
PWY-7407	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Aurachin-Biosynthesis	"aurachin A, B, C and D biosynthesis"		"aurachin A, B, C and D biosynthesis"	
PWY-7405	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Aurachin-Biosynthesis	aurachin RE biosynthesis		aurachin RE biosynthesis	
PWY-6401				AURONE-SYN	hispidol and hispidol 4'-O-_-D-glucoside biosynthesis		hispidol and hispidol 4'-O-&beta;-D-glucoside biosynthesis	
PWY-1901				AURONE-SYN	aurone biosynthesis		aurone biosynthesis	
PWY-6157	Biosynthesis	Secondary Metabolite Biosynthesis	Autoinducer-Biosynthesis	Autoinducer-Biosynthesis	autoinducer AI-1 biosynthesis		autoinducer AI-1 biosynthesis	
PWY-7621	Biosynthesis	Secondary Metabolite Biosynthesis	Autoinducer-Biosynthesis	Autoinducer-Biosynthesis	autoinducer CAI-1 biosynthesis		autoinducer CAI-1 biosynthesis$cholerae autoinducer-1 biosynthesis	
PWY-6153	Biosynthesis	Secondary Metabolite Biosynthesis	Autoinducer-Biosynthesis	Autoinducer-Biosynthesis	autoinducer AI-2 biosynthesis I		autoinducer AI-2 biosynthesis I	
PWY-6154	Biosynthesis	Secondary Metabolite Biosynthesis	Autoinducer-Biosynthesis	Autoinducer-Biosynthesis	autoinducer AI-2 biosynthesis II (Vibrio)		autoinducer AI-2 biosynthesis II (Vibrio)	
PWY-5789	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	Autotrophic-CO2-Fixation	3-hydroxypropanoate/4-hydroxybutanate cycle		3-hydroxypropanoate/4-hydroxybutanate cycle$3-HP/4-HB cycle$3-hydroxypropionate/4-hydroxybutyrate cycle	
CODH-PWY	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2-Fication	Autotrophic-CO2-Fixation	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)		reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)$Wood pathway$acetate synthesis$acetyl-CoA pathway$carbon monoxide dehydrogenase pathway$carbon fixation$CO<SUB>2</SUB> fixation$Ljungdahl-Wood pathway$Wood-Ljungdahl pathway$reductive acetyl CoA pathway	PWY-6146
PWY-5743	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	Autotrophic-CO2-Fixation	3-hydroxypropanoate cycle		3-hydroxypropanoate cycle$3-hydroxypropionate/malyl-CoA cycle$3-hydroxypropionate cycle	PWY-7024
PWY-7784	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2-Fication	Autotrophic-CO2-Fixation	reductive acetyl coenzyme A pathway II (autotrophic methanogens)		reductive acetyl coenzyme A pathway II (autotrophic methanogens)$acetyl-CoA pathway (autotrophic methanogens)$Ljungdahl-Wood pathway (autotrophic methanogens)$Wood-Ljungdahl pathway (autotrophic methanogens)$reductive acetyl CoA pathway (autotrophic methanogens)	PWY-6142
